Alert_Number,Organization_Name,Repository_Name,State,Dependency_Package_Ecosystem,Dependency_Package_Name,Dependency_Manifest_Path,Dependency_Scope,Severity,GHSA_ID,CVE_ID,Advisory_Summary,Advisory_Description,Vulnerable_Version_Range,First_Patched_Version,CVSS_Score,CVSS_Vector,CWE_IDs,CWE_Names,Created_At,Updated_At,Dismissed_At,Dismissed_By,Dismissed_Reason,Dismissed_Comment,Fixed_At,Auto_Dismissed_At,URL,References
5,im-sandbox-kalpanarc,migration_test2,open,npm,word-wrap,package-lock.json,development,medium,GHSA-j8xg-fqg3-53r7,CVE-2023-26115,word-wrap vulnerable to Regular Expression Denial of Service,All versions of the package word-wrap are vulnerable to Regular Expression Denial of Service (ReDoS) due to the usage of an insecure regular expression within the result variable.,< 1.2.4,1.2.4,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T07:07:23Z,2024-07-04T07:07:23Z,,,,,,,https://github.com/im-sandbox-kalpanarc/migration_test2/security/dependabot/5,"https://nvd.nist.gov/vuln/detail/CVE-2023-26115, https://security.snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-4058657, https://security.snyk.io/vuln/SNYK-JS-WORDWRAP-3149973, https://github.com/jonschlinkert/word-wrap/blob/master/index.js#L39, https://github.com/jonschlinkert/word-wrap/releases/tag/1.2.4"
4,im-sandbox-kalpanarc,migration_test2,open,npm,semver,package-lock.json,development,high,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,semver vulnerable to Regular Expression Denial of Service,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",">= 6.0.0, < 6.3.1",6.3.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T07:07:23Z,2024-07-04T07:07:23Z,,,,,,,https://github.com/im-sandbox-kalpanarc/migration_test2/security/dependabot/4,"https://nvd.nist.gov/vuln/detail/CVE-2022-25883, https://github.com/npm/node-semver/pull/564, https://github.com/npm/node-semver/commit/717534ee353682f3bcf33e60a8af4292626d4441, https://security.snyk.io/vuln/SNYK-JS-SEMVER-3247795, https://github.com/npm/node-semver/blob/main/classes/range.js#L97-L104"
3,im-sandbox-kalpanarc,migration_test2,open,npm,semver,package-lock.json,development,high,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,semver vulnerable to Regular Expression Denial of Service,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",">= 7.0.0, < 7.5.2",7.5.2,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T07:07:22Z,2024-07-04T07:07:22Z,,,,,,,https://github.com/im-sandbox-kalpanarc/migration_test2/security/dependabot/3,"https://nvd.nist.gov/vuln/detail/CVE-2022-25883, https://github.com/npm/node-semver/pull/564, https://github.com/npm/node-semver/commit/717534ee353682f3bcf33e60a8af4292626d4441, https://security.snyk.io/vuln/SNYK-JS-SEMVER-3247795, https://github.com/npm/node-semver/blob/main/classes/range.js#L97-L104"
2,im-sandbox-kalpanarc,migration_test2,open,npm,tough-cookie,package-lock.json,development,medium,GHSA-72xf-g2v4-qvf3,CVE-2023-26136,tough-cookie Prototype Pollution vulnerability,Versions of the package tough-cookie before 4.1.3 are vulnerable to Prototype Pollution due to improper handling of Cookies when using CookieJar in `rejectPublicSuffixes=false` mode. This issue arises from the manner in which the objects are initialized.,< 4.1.3,4.1.3,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2024-07-04T07:07:22Z,2024-07-04T07:07:22Z,,,,,,,https://github.com/im-sandbox-kalpanarc/migration_test2/security/dependabot/2,"https://nvd.nist.gov/vuln/detail/CVE-2023-26136, https://github.com/salesforce/tough-cookie/issues/282, https://github.com/salesforce/tough-cookie/commit/12d474791bb856004e858fdb1c47b7608d09cf6e, https://github.com/salesforce/tough-cookie/releases/tag/v4.1.3, https://security.snyk.io/vuln/SNYK-JS-TOUGHCOOKIE-5672873"
1,im-sandbox-kalpanarc,migration_test2,open,npm,minimatch,package-lock.json,development,high,GHSA-f8q6-p94x-37v3,CVE-2022-3517,minimatch ReDoS vulnerability,"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",< 3.0.5,3.0.5,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400, CWE-1333","Uncontrolled Resource Consumption, Inefficient Regular Expression Complexity",2024-07-04T07:07:22Z,2024-07-04T07:07:22Z,,,,,,,https://github.com/im-sandbox-kalpanarc/migration_test2/security/dependabot/1,"https://nvd.nist.gov/vuln/detail/CVE-2022-3517, https://github.com/grafana/grafana-image-renderer/issues/329, https://github.com/isaacs/minimatch/commit/a8763f4388e51956be62dc6025cec1126beeb5e6, https://github.com/nodejs/node/issues/42510, https://lists.debian.org/debian-lts-announce/2023/01/msg00011.html"
8,im-sandbox-kalpanarc,Migration_test3,open,npm,ws,package-lock.json,development,high,GHSA-3h5v-q93c-6h6q,CVE-2024-37890,ws affected by a DoS when handling a request with many HTTP headers,"### Impact

A request with a number of headers exceeding the[`server.maxHeadersCount`][] threshold could be used to crash a ws server.

### Proof of concept

```js
const http = require('http');
const WebSocket = require('ws');

const wss = new WebSocket.Server({ port: 0 }, function () {
  const chars = ""!#$%&'*+-.0123456789abcdefghijklmnopqrstuvwxyz^_`|~"".split('');
  const headers = {};
  let count = 0;

  for (let i = 0; i < chars.length; i++) {
    if (count === 2000) break;

    for (let j =",">= 7.0.0, < 7.5.10",7.5.10,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,NULL Pointer Dereference,2024-07-04T07:06:38Z,2024-07-04T07:06:38Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test3/security/dependabot/8,"https://github.com/websockets/ws/security/advisories/GHSA-3h5v-q93c-6h6q, https://github.com/websockets/ws/issues/2230, https://github.com/websockets/ws/pull/2231, https://github.com/websockets/ws/commit/22c28763234aa75a7e1b76f5c01c181260d7917f, https://github.com/websockets/ws/commit/4abd8f6de4b0b65ef80b3ff081989479ed93377e"
7,im-sandbox-kalpanarc,Migration_test3,open,npm,braces,package-lock.json,development,high,GHSA-grv7-fg5c-xmjg,CVE-2024-4068,Uncontrolled resource consumption in braces,"The NPM package `braces` fails to limit the number of characters it can handle, which could lead to Memory Exhaustion. In `lib/parse.js,` if a malicious user sends ""imbalanced braces"" as input, the parsing will enter a loop, which will cause the program to start allocating heap memory without freeing it at any moment of the loop. Eventually, the JavaScript heap limit is reached, and the program will crash.
",< 3.0.3,3.0.3,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400, CWE-1050","Uncontrolled Resource Consumption, Excessive Platform Resource Consumption within a Loop",2024-07-04T07:06:38Z,2024-07-04T07:06:38Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test3/security/dependabot/7,"https://nvd.nist.gov/vuln/detail/CVE-2024-4068, https://github.com/micromatch/braces/issues/35, https://devhub.checkmarx.com/cve-details/CVE-2024-4068, https://github.com/micromatch/braces/blob/98414f9f1fabe021736e26836d8306d5de747e0d/lib/parse.js#L308, https://github.com/micromatch/braces/pull/37"
6,im-sandbox-kalpanarc,Migration_test3,open,npm,@babel/traverse,package-lock.json,development,critical,GHSA-67hx-6x53-jw92,CVE-2023-45133,Babel vulnerable to arbitrary code execution when compiling specifically crafted malicious code,"### Impact

Using Babel to compile code that was specifically crafted by an attacker can lead to arbitrary code execution during compilation, when using plugins that rely on the `path.evaluate()`or `path.evaluateTruthy()` internal Babel methods.

Known affected plugins are:
- `@babel/plugin-transform-runtime`
- `@babel/preset-env` when using its [`useBuiltIns`](https://babeljs.io/docs/babel-preset-env#usebuiltins) option
- Any ""polyfill provider"" plugin that depends on `@babel/helper-define-poly",< 7.23.2,7.23.2,9.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"CWE-184, CWE-697","Incomplete List of Disallowed Inputs, Incorrect Comparison",2024-07-04T07:06:38Z,2024-07-04T07:06:38Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test3/security/dependabot/6,"https://github.com/babel/babel/security/advisories/GHSA-67hx-6x53-jw92, https://nvd.nist.gov/vuln/detail/CVE-2023-45133, https://github.com/babel/babel/pull/16033, https://github.com/babel/babel/commit/b13376b346946e3f62fc0848c1d2a23223314c82, https://github.com/babel/babel/releases/tag/v7.23.2"
5,im-sandbox-kalpanarc,Migration_test3,open,npm,word-wrap,package-lock.json,development,medium,GHSA-j8xg-fqg3-53r7,CVE-2023-26115,word-wrap vulnerable to Regular Expression Denial of Service,All versions of the package word-wrap are vulnerable to Regular Expression Denial of Service (ReDoS) due to the usage of an insecure regular expression within the result variable.,< 1.2.4,1.2.4,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T07:06:38Z,2024-07-04T07:06:38Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test3/security/dependabot/5,"https://nvd.nist.gov/vuln/detail/CVE-2023-26115, https://security.snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-4058657, https://security.snyk.io/vuln/SNYK-JS-WORDWRAP-3149973, https://github.com/jonschlinkert/word-wrap/blob/master/index.js#L39, https://github.com/jonschlinkert/word-wrap/releases/tag/1.2.4"
4,im-sandbox-kalpanarc,Migration_test3,open,npm,semver,package-lock.json,development,high,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,semver vulnerable to Regular Expression Denial of Service,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",">= 6.0.0, < 6.3.1",6.3.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T07:06:38Z,2024-07-04T07:06:38Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test3/security/dependabot/4,"https://nvd.nist.gov/vuln/detail/CVE-2022-25883, https://github.com/npm/node-semver/pull/564, https://github.com/npm/node-semver/commit/717534ee353682f3bcf33e60a8af4292626d4441, https://security.snyk.io/vuln/SNYK-JS-SEMVER-3247795, https://github.com/npm/node-semver/blob/main/classes/range.js#L97-L104"
3,im-sandbox-kalpanarc,Migration_test3,open,npm,semver,package-lock.json,development,high,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,semver vulnerable to Regular Expression Denial of Service,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",">= 7.0.0, < 7.5.2",7.5.2,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T07:06:38Z,2024-07-04T07:06:38Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test3/security/dependabot/3,"https://nvd.nist.gov/vuln/detail/CVE-2022-25883, https://github.com/npm/node-semver/pull/564, https://github.com/npm/node-semver/commit/717534ee353682f3bcf33e60a8af4292626d4441, https://security.snyk.io/vuln/SNYK-JS-SEMVER-3247795, https://github.com/npm/node-semver/blob/main/classes/range.js#L97-L104"
2,im-sandbox-kalpanarc,Migration_test3,open,npm,tough-cookie,package-lock.json,development,medium,GHSA-72xf-g2v4-qvf3,CVE-2023-26136,tough-cookie Prototype Pollution vulnerability,Versions of the package tough-cookie before 4.1.3 are vulnerable to Prototype Pollution due to improper handling of Cookies when using CookieJar in `rejectPublicSuffixes=false` mode. This issue arises from the manner in which the objects are initialized.,< 4.1.3,4.1.3,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2024-07-04T07:06:38Z,2024-07-04T07:06:38Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test3/security/dependabot/2,"https://nvd.nist.gov/vuln/detail/CVE-2023-26136, https://github.com/salesforce/tough-cookie/issues/282, https://github.com/salesforce/tough-cookie/commit/12d474791bb856004e858fdb1c47b7608d09cf6e, https://github.com/salesforce/tough-cookie/releases/tag/v4.1.3, https://security.snyk.io/vuln/SNYK-JS-TOUGHCOOKIE-5672873"
1,im-sandbox-kalpanarc,Migration_test3,open,npm,minimatch,package-lock.json,development,high,GHSA-f8q6-p94x-37v3,CVE-2022-3517,minimatch ReDoS vulnerability,"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",< 3.0.5,3.0.5,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400, CWE-1333","Uncontrolled Resource Consumption, Inefficient Regular Expression Complexity",2024-07-04T07:06:37Z,2024-07-04T07:06:37Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test3/security/dependabot/1,"https://nvd.nist.gov/vuln/detail/CVE-2022-3517, https://github.com/grafana/grafana-image-renderer/issues/329, https://github.com/isaacs/minimatch/commit/a8763f4388e51956be62dc6025cec1126beeb5e6, https://github.com/nodejs/node/issues/42510, https://lists.debian.org/debian-lts-announce/2023/01/msg00011.html"
8,im-sandbox-kalpanarc,Migration_test1,open,npm,ws,package-lock.json,development,high,GHSA-3h5v-q93c-6h6q,CVE-2024-37890,ws affected by a DoS when handling a request with many HTTP headers,"### Impact

A request with a number of headers exceeding the[`server.maxHeadersCount`][] threshold could be used to crash a ws server.

### Proof of concept

```js
const http = require('http');
const WebSocket = require('ws');

const wss = new WebSocket.Server({ port: 0 }, function () {
  const chars = ""!#$%&'*+-.0123456789abcdefghijklmnopqrstuvwxyz^_`|~"".split('');
  const headers = {};
  let count = 0;

  for (let i = 0; i < chars.length; i++) {
    if (count === 2000) break;

    for (let j =",">= 7.0.0, < 7.5.10",7.5.10,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,NULL Pointer Dereference,2024-07-04T06:46:05Z,2024-07-04T06:46:05Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test1/security/dependabot/8,"https://github.com/websockets/ws/security/advisories/GHSA-3h5v-q93c-6h6q, https://github.com/websockets/ws/issues/2230, https://github.com/websockets/ws/pull/2231, https://github.com/websockets/ws/commit/22c28763234aa75a7e1b76f5c01c181260d7917f, https://github.com/websockets/ws/commit/4abd8f6de4b0b65ef80b3ff081989479ed93377e"
7,im-sandbox-kalpanarc,Migration_test1,open,npm,braces,package-lock.json,development,high,GHSA-grv7-fg5c-xmjg,CVE-2024-4068,Uncontrolled resource consumption in braces,"The NPM package `braces` fails to limit the number of characters it can handle, which could lead to Memory Exhaustion. In `lib/parse.js,` if a malicious user sends ""imbalanced braces"" as input, the parsing will enter a loop, which will cause the program to start allocating heap memory without freeing it at any moment of the loop. Eventually, the JavaScript heap limit is reached, and the program will crash.
",< 3.0.3,3.0.3,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400, CWE-1050","Uncontrolled Resource Consumption, Excessive Platform Resource Consumption within a Loop",2024-07-04T06:46:05Z,2024-07-04T06:46:05Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test1/security/dependabot/7,"https://nvd.nist.gov/vuln/detail/CVE-2024-4068, https://github.com/micromatch/braces/issues/35, https://devhub.checkmarx.com/cve-details/CVE-2024-4068, https://github.com/micromatch/braces/blob/98414f9f1fabe021736e26836d8306d5de747e0d/lib/parse.js#L308, https://github.com/micromatch/braces/pull/37"
6,im-sandbox-kalpanarc,Migration_test1,open,npm,@babel/traverse,package-lock.json,development,critical,GHSA-67hx-6x53-jw92,CVE-2023-45133,Babel vulnerable to arbitrary code execution when compiling specifically crafted malicious code,"### Impact

Using Babel to compile code that was specifically crafted by an attacker can lead to arbitrary code execution during compilation, when using plugins that rely on the `path.evaluate()`or `path.evaluateTruthy()` internal Babel methods.

Known affected plugins are:
- `@babel/plugin-transform-runtime`
- `@babel/preset-env` when using its [`useBuiltIns`](https://babeljs.io/docs/babel-preset-env#usebuiltins) option
- Any ""polyfill provider"" plugin that depends on `@babel/helper-define-poly",< 7.23.2,7.23.2,9.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"CWE-184, CWE-697","Incomplete List of Disallowed Inputs, Incorrect Comparison",2024-07-04T06:46:05Z,2024-07-04T06:46:05Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test1/security/dependabot/6,"https://github.com/babel/babel/security/advisories/GHSA-67hx-6x53-jw92, https://nvd.nist.gov/vuln/detail/CVE-2023-45133, https://github.com/babel/babel/pull/16033, https://github.com/babel/babel/commit/b13376b346946e3f62fc0848c1d2a23223314c82, https://github.com/babel/babel/releases/tag/v7.23.2"
5,im-sandbox-kalpanarc,Migration_test1,open,npm,word-wrap,package-lock.json,development,medium,GHSA-j8xg-fqg3-53r7,CVE-2023-26115,word-wrap vulnerable to Regular Expression Denial of Service,All versions of the package word-wrap are vulnerable to Regular Expression Denial of Service (ReDoS) due to the usage of an insecure regular expression within the result variable.,< 1.2.4,1.2.4,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T06:46:05Z,2024-07-04T06:46:05Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test1/security/dependabot/5,"https://nvd.nist.gov/vuln/detail/CVE-2023-26115, https://security.snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-4058657, https://security.snyk.io/vuln/SNYK-JS-WORDWRAP-3149973, https://github.com/jonschlinkert/word-wrap/blob/master/index.js#L39, https://github.com/jonschlinkert/word-wrap/releases/tag/1.2.4"
4,im-sandbox-kalpanarc,Migration_test1,open,npm,semver,package-lock.json,development,high,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,semver vulnerable to Regular Expression Denial of Service,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",">= 6.0.0, < 6.3.1",6.3.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T06:46:05Z,2024-07-04T06:46:05Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test1/security/dependabot/4,"https://nvd.nist.gov/vuln/detail/CVE-2022-25883, https://github.com/npm/node-semver/pull/564, https://github.com/npm/node-semver/commit/717534ee353682f3bcf33e60a8af4292626d4441, https://security.snyk.io/vuln/SNYK-JS-SEMVER-3247795, https://github.com/npm/node-semver/blob/main/classes/range.js#L97-L104"
3,im-sandbox-kalpanarc,Migration_test1,open,npm,semver,package-lock.json,development,high,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,semver vulnerable to Regular Expression Denial of Service,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",">= 7.0.0, < 7.5.2",7.5.2,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2024-07-04T06:46:04Z,2024-07-04T06:46:04Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test1/security/dependabot/3,"https://nvd.nist.gov/vuln/detail/CVE-2022-25883, https://github.com/npm/node-semver/pull/564, https://github.com/npm/node-semver/commit/717534ee353682f3bcf33e60a8af4292626d4441, https://security.snyk.io/vuln/SNYK-JS-SEMVER-3247795, https://github.com/npm/node-semver/blob/main/classes/range.js#L97-L104"
2,im-sandbox-kalpanarc,Migration_test1,open,npm,tough-cookie,package-lock.json,development,medium,GHSA-72xf-g2v4-qvf3,CVE-2023-26136,tough-cookie Prototype Pollution vulnerability,Versions of the package tough-cookie before 4.1.3 are vulnerable to Prototype Pollution due to improper handling of Cookies when using CookieJar in `rejectPublicSuffixes=false` mode. This issue arises from the manner in which the objects are initialized.,< 4.1.3,4.1.3,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2024-07-04T06:46:04Z,2024-07-04T06:46:04Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test1/security/dependabot/2,"https://nvd.nist.gov/vuln/detail/CVE-2023-26136, https://github.com/salesforce/tough-cookie/issues/282, https://github.com/salesforce/tough-cookie/commit/12d474791bb856004e858fdb1c47b7608d09cf6e, https://github.com/salesforce/tough-cookie/releases/tag/v4.1.3, https://security.snyk.io/vuln/SNYK-JS-TOUGHCOOKIE-5672873"
1,im-sandbox-kalpanarc,Migration_test1,open,npm,minimatch,package-lock.json,development,high,GHSA-f8q6-p94x-37v3,CVE-2022-3517,minimatch ReDoS vulnerability,"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",< 3.0.5,3.0.5,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400, CWE-1333","Uncontrolled Resource Consumption, Inefficient Regular Expression Complexity",2024-07-04T06:46:04Z,2024-07-04T06:46:04Z,,,,,,,https://github.com/im-sandbox-kalpanarc/Migration_test1/security/dependabot/1,"https://nvd.nist.gov/vuln/detail/CVE-2022-3517, https://github.com/grafana/grafana-image-renderer/issues/329, https://github.com/isaacs/minimatch/commit/a8763f4388e51956be62dc6025cec1126beeb5e6, https://github.com/nodejs/node/issues/42510, https://lists.debian.org/debian-lts-announce/2023/01/msg00011.html"
19,im-sandbox-kalpanarc,migrations-via-actions,open,rubygems,rexml,tools/gl-exporter/Gemfile.lock,runtime,medium,GHSA-vg3r-rm7w-2xgh,CVE-2024-35176,REXML contains a denial of service vulnerability,"### Impact

The REXML gem before 3.2.6 has a DoS vulnerability when it parses an XML that has many `>`s in an attribute value.

If you need to parse untrusted XMLs, you may be impacted to this vulnerability.

### Patches

The REXML gem 3.2.7 or later include the patch to fix this vulnerability.

### Workarounds

Don't parse untrusted XMLs.

### References

* https://www.ruby-lang.org/en/news/2024/05/16/dos-rexml-cve-2024-35176/",< 3.2.7,3.2.7,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-400,Uncontrolled Resource Consumption,2024-07-03T09:13:49Z,2024-07-03T09:13:49Z,,,,,,,https://github.com/im-sandbox-kalpanarc/migrations-via-actions/security/dependabot/19,"https://github.com/ruby/rexml/security/advisories/GHSA-vg3r-rm7w-2xgh, https://github.com/ruby/rexml/commit/4325835f92f3f142ebd91a3fdba4e1f1ab7f1cfb, https://www.ruby-lang.org/en/news/2024/05/16/dos-rexml-cve-2024-35176, https://nvd.nist.gov/vuln/detail/CVE-2024-35176, https://security.netapp.com/advisory/ntap-20250306-0001"
18,im-sandbox-kalpanarc,migrations-via-actions,open,rubygems,yard,tools/gl-exporter/Gemfile.lock,runtime,medium,GHSA-8mq4-9jjh-9xrc,CVE-2024-27285,YARD's default template vulnerable to Cross-site Scripting in generated frames.html,"### Summary
The ""frames.html"" file within the Yard Doc's generated documentation is vulnerable to Cross-Site Scripting (XSS) attacks due to inadequate sanitization of user input within the JavaScript segment of the ""frames.erb"" template file.

### Details
The vulnerability stems from mishandling user-controlled data retrieved from the URL hash in the embedded JavaScript code within the ""frames.erb"" template file. Specifically, the script lacks proper sanitization of the hash data before utilizin",< 0.9.36,0.9.36,5.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2024-07-03T09:13:49Z,2024-07-03T09:13:49Z,,,,,,,https://github.com/im-sandbox-kalpanarc/migrations-via-actions/security/dependabot/18,"https://github.com/lsegal/yard/security/advisories/GHSA-8mq4-9jjh-9xrc, https://github.com/lsegal/yard/commit/2069e2bf08293bda2fcc78f7d0698af6354054be, https://nvd.nist.gov/vuln/detail/CVE-2024-27285, https://github.com/advisories/GHSA-8mq4-9jjh-9xrc, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/yard/CVE-2024-27285.yml"
17,im-sandbox-kalpanarc,migrations-via-actions,open,npm,ws,tools/github-script/package-lock.json,development,high,GHSA-3h5v-q93c-6h6q,CVE-2024-37890,ws affected by a DoS when handling a request with many HTTP headers,"### Impact

A request with a number of headers exceeding the[`server.maxHeadersCount`][] threshold could be used to crash a ws server.

### Proof of concept

```js
const http = require('http');
const WebSocket = require('ws');

const wss = new WebSocket.Server({ port: 0 }, function () {
  const chars = ""!#$%&'*+-.0123456789abcdefghijklmnopqrstuvwxyz^_`|~"".split('');
  const headers = {};
  let count = 0;

  for (let i = 0; i < chars.length; i++) {
    if (count === 2000) break;

    for (let j =",">= 7.0.0, < 7.5.10",7.5.10,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,NULL Pointer Dereference,2024-07-03T09:13:49Z,2024-07-03T09:13:49Z,,,,,,,https://github.com/im-sandbox-kalpanarc/migrations-via-actions/security/dependabot/17,"https://github.com/websockets/ws/security/advisories/GHSA-3h5v-q93c-6h6q, https://github.com/websockets/ws/issues/2230, https://github.com/websockets/ws/pull/2231, https://github.com/websockets/ws/commit/22c28763234aa75a7e1b76f5c01c181260d7917f, https://github.com/websockets/ws/commit/4abd8f6de4b0b65ef80b3ff081989479ed93377e"
